,client_id,activity,frequency,monetary,activity_score,monetary_score,frequency_score,AFM_score,segment
8899,717257658,10,1,7971,4,5,1,14,at risk
8900,775112958,9,3,7781,3,5,4,43,potential_loyalists
8901,788812608,10,3,8066,4,5,4,44,loyal_customers
8902,711002058,9,1,7437,3,5,1,13,at risk
8903,716199408,9,3,4907,3,4,4,43,potential_loyalists
8904,718100808,9,1,7395,3,5,1,13,at risk
8905,790051758,11,2,4800,4,4,3,34,loyal_customers
8906,772430733,11,1,7168,4,5,1,14,at risk
8907,713460258,11,3,8987,4,5,4,44,loyal_customers
8908,820036533,11,3,7223,4,5,4,44,loyal_customers
8909,719785683,10,2,8332,4,5,3,34,loyal_customers
8910,711830433,10,1,7677,4,5,1,14,at risk
8911,807393558,9,3,4615,3,4,4,43,potential_loyalists
8912,718306308,10,3,8147,4,5,4,44,loyal_customers
8913,772725408,9,2,7667,3,5,3,33,need_attention
8914,711183558,11,3,8618,4,5,4,44,loyal_customers
8915,720317658,10,2,7916,4,5,3,34,loyal_customers
8916,710596983,9,2,7481,3,5,3,33,need_attention
8917,716986458,9,2,7605,3,5,3,33,need_attention
8918,717382608,10,2,8780,4,5,3,34,loyal_customers
8919,825767658,9,1,7711,3,5,1,13,at risk
8920,717513933,10,1,7385,4,5,1,14,at risk
8921,789186858,7,1,7796,2,5,1,12,hibernating
8922,717658758,10,2,7962,4,5,3,34,loyal_customers
8923,715575258,6,3,7823,1,5,4,41,promising
8924,714975633,11,2,7558,4,5,3,34,loyal_customers
8925,715396983,9,2,8056,3,5,3,33,need_attention
8926,712624383,11,2,7707,4,5,3,34,loyal_customers
8927,721335558,10,3,7544,4,5,4,44,loyal_customers
8928,711167808,9,6,4803,3,4,5,53,potential_loyalists
8929,713761608,9,3,8450,3,5,4,43,potential_loyalists
8930,713367858,10,2,8042,4,5,3,34,loyal_customers
8931,710489583,11,1,7631,4,5,1,14,at risk
8932,720422358,11,2,7485,4,5,3,34,loyal_customers
8933,772098858,10,1,7736,4,5,1,14,at risk
8934,789304983,11,2,8753,4,5,3,34,loyal_customers
8935,779257233,9,2,7432,3,5,3,33,need_attention
8936,717579258,9,3,4782,3,4,4,43,potential_loyalists
8937,709418508,10,3,7508,4,5,4,44,loyal_customers
8938,778439883,10,2,7969,4,5,3,34,loyal_customers
8939,716063583,10,1,8642,4,5,1,14,at risk
8940,716609433,9,2,4939,3,5,3,33,need_attention
8941,721053633,10,1,8904,4,5,1,14,at risk
8942,711559008,11,2,9137,4,5,3,34,loyal_customers
8943,718698558,10,2,7739,4,5,3,34,loyal_customers
8944,770190258,11,1,7678,4,5,1,14,at risk
8945,709008708,11,2,8316,4,5,3,34,loyal_customers
8946,823922208,11,1,7404,4,5,1,14,at risk
8947,718457058,11,1,7801,4,5,1,14,at risk
8948,708472008,9,3,7632,3,5,4,43,potential_loyalists
8949,710395233,10,3,8657,4,5,4,44,loyal_customers
8950,716732958,10,3,7925,4,5,4,44,loyal_customers
8951,780108408,9,1,7745,3,5,1,13,at risk
8952,720962208,10,2,4659,4,4,3,34,loyal_customers
8953,714019083,11,3,8426,4,5,4,44,loyal_customers
8954,721225083,10,1,7680,4,5,1,14,at risk
8955,819109308,9,3,8080,3,5,4,43,potential_loyalists
8956,721029858,11,2,8215,4,5,3,34,loyal_customers
8957,716762733,11,1,8300,4,5,1,14,at risk
8958,710260983,9,2,8296,3,5,3,33,need_attention
8959,793608258,7,2,4909,2,4,3,32,about_to_sleep
8960,719677758,11,3,8814,4,5,4,44,loyal_customers
8961,771411408,9,4,4929,3,5,5,53,potential_loyalists
8962,794191008,10,2,7552,4,5,3,34,loyal_customers
8963,708905733,10,1,7570,4,5,1,14,at risk
8964,788327358,11,3,8440,4,5,4,44,loyal_customers
8965,751974258,10,3,7345,4,5,4,44,loyal_customers
8966,805516608,11,3,7755,4,5,4,44,loyal_customers
8967,720006333,9,3,4520,3,4,4,43,potential_loyalists
8968,780114558,11,3,12535,4,5,4,44,loyal_customers
8969,713090658,10,2,8061,4,5,3,34,loyal_customers
8970,718889508,9,1,8256,3,5,1,13,at risk
8971,824799108,10,1,7498,4,5,1,14,at risk
8972,788618208,9,3,8198,3,5,4,43,potential_loyalists
8973,713133258,10,3,8872,4,5,4,44,loyal_customers
8974,717370533,10,1,6453,4,5,1,14,at risk
8975,720425508,11,3,8689,4,5,4,44,loyal_customers
8976,712948383,6,1,7396,1,5,1,11,hibernating
8977,712839633,11,3,8871,4,5,4,44,loyal_customers
8978,820330008,11,3,8231,4,5,4,44,loyal_customers
8979,826150608,11,2,8199,4,5,3,34,loyal_customers
8980,779187783,9,1,8436,3,5,1,13,at risk
8981,720809358,11,3,7776,4,5,4,44,loyal_customers
8982,714054408,10,3,8272,4,5,4,44,loyal_customers
8983,789827208,9,1,7768,3,5,1,13,at risk
8984,718308558,6,1,7688,1,5,1,11,hibernating
8985,801064833,11,2,7930,4,5,3,34,loyal_customers
8986,719838558,11,1,7432,4,5,1,14,at risk
8987,714510483,9,3,7640,3,5,4,43,potential_loyalists
8988,718246458,11,2,8241,4,5,3,34,loyal_customers
8989,710822808,9,1,7854,3,5,1,13,at risk
8990,791730183,10,6,5070,4,5,5,54,champions
8991,709722858,10,2,8503,4,5,3,34,loyal_customers
8992,712582983,9,1,4729,3,4,1,13,at risk
8993,714999483,11,2,9389,4,5,3,34,loyal_customers
8994,711388458,7,1,8591,2,5,1,12,hibernating
8995,796174983,9,3,7722,3,5,4,43,potential_loyalists
8996,712918083,9,1,7527,3,5,1,13,at risk
8997,715459158,11,2,7821,4,5,3,34,loyal_customers
8998,712687083,11,3,7234,4,5,4,44,loyal_customers
8999,713003358,10,2,4983,4,5,3,34,loyal_customers
9000,812443458,9,2,7794,3,5,3,33,need_attention
9001,712984983,9,2,7739,3,5,3,33,need_attention
9002,708826158,10,1,8608,4,5,1,14,at risk
9003,788725608,10,3,8387,4,5,4,44,loyal_customers
9004,717559533,9,1,8212,3,5,1,13,at risk
9005,720443358,9,1,6950,3,5,1,13,at risk
9006,806694333,11,1,8268,4,5,1,14,at risk
9007,709770408,11,2,8652,4,5,3,34,loyal_customers
9008,718259433,8,2,5460,3,5,3,33,need_attention
9009,770705208,9,3,7890,3,5,5,53,potential_loyalists
9010,720655833,9,2,4955,3,5,3,33,need_attention
9011,797898858,10,1,7288,4,5,1,14,at risk
9012,779548008,10,3,7745,4,5,5,54,champions
9013,718388733,9,3,8677,3,5,5,53,potential_loyalists
9014,711742758,9,1,5242,3,5,1,13,at risk
9015,757863258,10,1,7480,4,5,1,14,at risk
9016,711947358,9,1,7716,3,5,1,13,at risk
9017,712157958,9,2,4883,3,4,3,33,need_attention
9018,814760358,10,2,7766,4,5,3,34,loyal_customers
9019,710192283,10,2,8686,4,5,3,34,loyal_customers
9020,718977483,9,1,7209,3,5,1,13,at risk
9021,712129158,9,1,7747,3,5,1,13,at risk
9022,714880533,10,3,8669,4,5,5,54,champions
9023,808287408,10,0,8420,4,5,1,14,at risk
9024,709619433,10,2,8604,4,5,3,34,loyal_customers
9025,708881583,9,1,8752,3,5,1,13,at risk
9026,711332883,9,3,5294,3,5,5,53,potential_loyalists
9027,717696333,9,3,5425,3,5,5,53,potential_loyalists
9028,820587258,7,2,8637,2,5,3,32,about_to_sleep
9029,768733533,9,2,8851,3,5,3,33,need_attention
9030,779779083,10,1,7872,4,5,1,14,at risk
9031,720735408,9,1,8514,3,5,1,13,at risk
9032,819160158,9,3,8218,3,5,5,53,potential_loyalists
9033,804601833,10,3,7491,4,5,5,54,champions
9034,714823308,9,3,7345,3,5,5,53,potential_loyalists
9035,711577458,10,1,8087,4,5,1,14,at risk
9036,787539333,10,3,7973,4,5,5,54,champions
9037,716806383,11,3,9042,4,5,5,54,champions
9038,812230308,9,3,8444,3,5,5,53,potential_loyalists
9039,778420383,9,2,8609,3,5,3,33,need_attention
9040,774012933,10,1,9277,4,5,1,14,at risk
9041,718756533,10,1,8963,4,5,1,14,at risk
9042,812224983,11,2,8037,4,5,3,34,loyal_customers
9043,714284358,11,1,7037,4,5,1,14,at risk
9044,709530408,9,1,8007,3,5,1,13,at risk
9045,750690258,9,3,8220,3,5,5,53,potential_loyalists
9046,716283108,10,3,7986,4,5,5,54,champions
9047,718353633,9,2,5547,3,5,3,33,need_attention
9048,718528833,9,2,8879,3,5,3,33,need_attention
9049,718006608,9,1,9081,3,5,1,13,at risk
9050,710569233,11,1,9185,4,5,1,14,at risk
9051,718694658,11,3,7523,4,5,5,54,champions
9052,779293308,9,3,8305,3,5,5,53,potential_loyalists
9053,718276758,11,2,8226,4,5,3,34,loyal_customers
9054,712654233,9,1,8327,3,5,1,13,at risk
9055,719296383,10,3,7885,4,5,5,54,champions
9056,808279158,9,1,8914,3,5,1,13,at risk
9057,780497958,9,3,7996,3,5,5,53,potential_loyalists
9058,715519983,11,3,8751,4,5,5,54,champions
9059,708568983,9,1,8110,3,5,1,13,at risk
9060,823648983,9,1,7960,3,5,1,13,at risk
9061,789412458,9,4,4909,3,4,5,53,potential_loyalists
9062,716837508,10,1,8695,4,5,1,14,at risk
9063,711249858,9,2,3315,3,3,3,33,need_attention
9064,712009083,11,2,8980,4,5,3,34,loyal_customers
9065,720522633,11,2,8150,4,5,3,34,loyal_customers
9066,713071383,9,3,8554,3,5,5,53,potential_loyalists
9067,712938258,11,3,8328,4,5,5,54,champions
9068,719071158,10,2,3901,4,3,3,34,loyal_customers
9069,709046958,11,1,9059,4,5,1,14,at risk
9070,708748833,10,3,8920,4,5,5,54,champions
9071,711364233,11,2,8888,4,5,3,34,loyal_customers
9072,712645908,9,3,8804,3,5,5,53,potential_loyalists
9073,708428958,9,2,9179,3,5,3,33,need_attention
9074,719714658,9,2,5272,3,5,3,33,need_attention
9075,720874983,10,1,8736,4,5,1,14,at risk
9076,719180958,10,2,9105,4,5,3,34,loyal_customers
9077,710360583,11,0,8329,4,5,1,14,at risk
9078,823848183,10,3,8438,4,5,5,54,champions
9079,783121008,10,3,8285,4,5,5,54,champions
9080,789529158,11,3,8553,4,5,5,54,champions
9081,708500883,9,2,8379,3,5,3,33,need_attention
9082,811965558,9,3,9406,3,5,5,53,potential_loyalists
9083,714383583,9,3,8646,3,5,5,53,potential_loyalists
9084,809425533,10,2,8097,4,5,3,34,loyal_customers
9085,716858433,9,1,5372,3,5,1,13,at risk
9086,812534958,10,2,8443,4,5,3,34,loyal_customers
9087,714052158,9,2,5366,3,5,3,33,need_attention
9088,780200208,10,2,8777,4,5,3,34,loyal_customers
9089,711458583,11,1,8582,4,5,1,14,at risk
9090,826451433,11,3,8502,4,5,5,54,champions
9091,719740983,11,3,8998,4,5,5,54,champions
9092,709019283,9,1,7867,3,5,1,13,at risk
9093,710213508,9,3,8634,3,5,5,53,potential_loyalists
9094,710814633,7,3,8888,2,5,5,52,potential_loyalists
9095,775267158,11,3,8785,4,5,5,54,champions
9096,712268808,10,3,8765,4,5,5,54,champions
9097,720178158,9,3,5537,3,5,5,53,potential_loyalists
9098,779805408,11,1,8217,4,5,1,14,at risk
9099,710958933,9,2,4866,3,4,3,33,need_attention
9100,720698883,9,3,5524,3,5,5,53,potential_loyalists
9101,780384483,10,2,5481,4,5,3,34,loyal_customers
9102,714190983,9,3,5418,3,5,5,53,potential_loyalists
9103,713808633,10,1,13794,4,5,1,14,at risk
9104,710295858,11,2,8074,4,5,3,34,loyal_customers
9105,713209308,9,2,7971,3,5,3,33,need_attention
9106,788709408,9,1,14771,3,5,1,13,at risk
9107,717757608,11,1,8938,4,5,1,14,at risk
9108,715300683,11,3,8271,4,5,5,54,champions
9109,711436983,10,1,8596,4,5,1,14,at risk
9110,789582483,9,3,7699,3,5,5,53,potential_loyalists
9111,790168083,10,3,8438,4,5,5,54,champions
9112,742865883,9,3,5290,3,5,5,53,potential_loyalists
9113,770848308,10,1,8773,4,5,1,14,at risk
9114,713486583,10,1,8838,4,5,1,14,at risk
9115,708697983,10,2,8766,4,5,3,34,loyal_customers
9116,823539558,10,3,8360,4,5,5,54,champions
9117,711339258,9,1,8255,3,5,1,13,at risk
9118,781171908,9,1,9497,3,5,1,13,at risk
9119,815582358,11,2,8852,4,5,3,34,loyal_customers
9120,755212608,9,3,5468,3,5,5,53,potential_loyalists
9121,716486508,10,2,5529,4,5,3,34,loyal_customers
9122,771674958,9,3,8135,3,5,5,53,potential_loyalists
9123,787909158,9,2,9523,3,5,3,33,need_attention
9124,717140733,9,3,9065,3,5,5,53,potential_loyalists
9125,799468083,10,2,14373,4,5,3,34,loyal_customers
9126,718993533,9,0,8927,3,5,1,13,at risk
9127,713870958,9,2,8416,3,5,3,33,need_attention
9128,709171308,9,3,13173,3,5,5,53,potential_loyalists
9129,798553158,10,1,5470,4,5,1,14,at risk
9130,720819858,10,2,8210,4,5,3,34,loyal_customers
9131,815078433,11,3,13363,4,5,5,54,champions
9132,710924658,10,2,9339,4,5,3,34,loyal_customers
9133,709883883,9,1,8033,3,5,1,13,at risk
9134,718650258,9,1,12956,3,5,1,13,at risk
9135,711613308,11,2,2562,4,2,3,34,loyal_customers
9136,718558758,10,2,3922,4,3,3,34,loyal_customers
9137,718504233,10,3,3423,4,3,5,54,champions
9138,709108533,10,3,15139,4,5,5,54,champions
9139,713236458,10,3,8295,4,5,5,54,champions
9140,714352533,10,2,14132,4,5,3,34,loyal_customers
9141,717353433,9,3,13015,3,5,5,53,potential_loyalists
9142,813804783,9,3,4399,3,4,5,53,potential_loyalists
9143,771062733,10,1,15511,4,5,1,14,at risk
9144,715649358,10,2,7786,4,5,3,34,loyal_customers
9145,713552958,9,1,14833,3,5,1,13,at risk
9146,715209333,11,1,13630,4,5,1,14,at risk
9147,769935783,10,1,14213,4,5,1,14,at risk
9148,815613033,10,3,14276,4,5,5,54,champions
9149,718732833,10,2,3967,4,3,3,34,loyal_customers
9150,816328308,11,3,14264,4,5,5,54,champions
9151,711814608,11,1,15423,4,5,1,14,at risk
9152,803216433,9,2,4804,3,4,3,33,need_attention
9153,710694033,11,1,13400,4,5,1,14,at risk
9154,709257708,11,2,14965,4,5,3,34,loyal_customers
9155,720174033,9,1,12871,3,5,1,13,at risk
9156,820666083,9,4,8646,3,5,5,53,potential_loyalists
9157,712044558,10,3,6408,4,5,5,54,champions
9158,713131158,9,1,8199,3,5,1,13,at risk
9159,803335008,9,3,13945,3,5,5,53,potential_loyalists
9160,795869583,9,2,15200,3,5,3,33,need_attention
9161,789535233,11,2,11603,4,5,3,34,loyal_customers
9162,716441058,7,2,13820,2,5,3,32,about_to_sleep
9163,718113633,10,3,5603,4,5,5,54,champions
9164,708908883,9,2,12603,3,5,3,33,need_attention
9165,712152408,10,1,12478,4,5,1,14,at risk
9166,708229308,10,2,6059,4,5,3,34,loyal_customers
9167,715351983,9,2,14334,3,5,3,33,need_attention
9168,798451908,9,2,12403,3,5,3,33,need_attention
9169,794962983,11,3,14576,4,5,5,54,champions
9170,721000833,9,2,13324,3,5,3,33,need_attention
9171,720086358,9,1,14465,3,5,1,13,at risk
9172,710064033,10,5,3555,4,3,5,54,champions
9173,780588258,10,2,14567,4,5,3,34,loyal_customers
9174,710833908,9,3,12896,3,5,5,53,potential_loyalists
9175,714449283,9,1,13360,3,5,1,13,at risk
9176,772339383,7,3,13787,2,5,5,52,potential_loyalists
9177,721382208,11,2,13677,4,5,3,34,loyal_customers
9178,779349783,10,2,13119,4,5,3,34,loyal_customers
9179,789450408,7,3,15106,2,5,5,52,potential_loyalists
9180,709210833,10,2,14084,4,5,3,34,loyal_customers
9181,821752908,9,2,15078,3,5,3,33,need_attention
9182,789878283,10,2,13670,4,5,3,34,loyal_customers
9183,709319658,9,4,7681,3,5,5,53,potential_loyalists
9184,719222133,9,2,13719,3,5,3,33,need_attention
9185,715551783,11,3,14603,4,5,5,54,champions
9186,712718958,11,1,15019,4,5,1,14,at risk
9187,709764483,11,2,4041,4,3,3,34,loyal_customers
9188,783361533,9,2,14954,3,5,3,33,need_attention
9189,717942033,11,3,14490,4,5,5,54,champions
9190,817908783,9,1,14242,3,5,1,13,at risk
9191,713708358,9,3,12429,3,5,5,53,potential_loyalists
9192,713705358,6,1,13970,1,5,1,11,hibernating
9193,789551883,11,2,14426,4,5,3,34,loyal_customers
9194,812247033,7,2,3281,2,3,3,32,about_to_sleep
9195,717580458,9,2,7847,3,5,3,33,need_attention
9196,780551733,10,3,12592,4,5,5,54,champions
9197,719722308,11,3,13109,4,5,5,54,champions
9198,718328283,11,3,12631,4,5,5,54,champions
9199,826061508,9,1,13090,3,5,1,13,at risk
9200,715610733,11,5,8193,4,5,5,54,champions
9201,710161083,9,3,6613,3,5,5,53,potential_loyalists
9202,712464933,10,2,15203,4,5,3,34,loyal_customers
9203,768181608,9,3,13179,3,5,5,53,potential_loyalists
9204,713869083,10,1,14901,4,5,1,14,at risk
9205,711465333,11,1,12593,4,5,1,14,at risk
9206,719924433,10,3,13452,4,5,5,54,champions
9207,719248158,9,2,14533,3,5,3,33,need_attention
9208,719944458,9,1,12510,3,5,1,13,at risk
9209,715799808,9,2,6574,3,5,3,33,need_attention
9210,721264533,11,3,15578,4,5,5,54,champions
9211,711838008,9,2,9322,3,5,3,33,need_attention
9212,711826983,9,6,3240,3,3,5,53,potential_loyalists
9213,719413383,9,1,14880,3,5,1,13,at risk
9214,712990458,10,1,13653,4,5,1,14,at risk
9215,789594108,11,3,14107,4,5,5,54,champions
9216,718764708,8,3,14223,3,5,5,53,potential_loyalists
9217,820271208,10,3,13791,4,5,5,54,champions
9218,708369633,9,2,7031,3,5,3,33,need_attention
9219,712055433,10,1,14137,4,5,1,14,at risk
9220,721114458,10,2,14319,4,5,3,34,loyal_customers
9221,714959358,9,3,8045,3,5,5,53,potential_loyalists
9222,708396033,10,2,12257,4,5,3,34,loyal_customers
9223,719593608,10,1,7661,4,5,1,14,at risk
9224,715830558,10,1,7454,4,5,1,14,at risk
9225,716406483,9,3,13124,3,5,5,53,potential_loyalists
9226,714941358,9,6,7022,3,5,5,53,potential_loyalists
9227,716088783,8,2,8169,3,5,3,33,need_attention
9228,718458858,9,6,3526,3,3,5,53,potential_loyalists
9229,715754133,10,3,13212,4,5,5,54,champions
9230,715630983,10,3,6317,4,5,5,54,champions
9231,712768983,8,2,8629,3,5,3,33,need_attention
9232,716881683,9,3,5567,3,5,5,53,potential_loyalists
9233,711108408,11,1,14244,4,5,1,14,at risk
9234,717565233,9,2,13303,3,5,3,33,need_attention
9235,789539058,11,3,17064,4,5,5,54,champions
9236,768643158,11,3,13598,4,5,5,54,champions
9237,721530633,11,1,15209,4,5,1,14,at risk
9238,721188033,9,1,16171,3,5,1,13,at risk
9239,810261633,10,3,14991,4,5,5,54,champions
9240,717529233,9,2,4840,3,4,3,33,need_attention
9241,719365233,9,2,15077,3,5,3,33,need_attention
9242,720943308,11,2,16202,4,5,3,34,loyal_customers
9243,714425283,9,2,14703,3,5,3,33,need_attention
9244,711794358,8,3,3119,3,2,5,53,potential_loyalists
9245,719683158,8,2,7154,3,5,3,33,need_attention
9246,709406733,10,1,13280,4,5,1,14,at risk
9247,708572658,11,2,15039,4,5,3,34,loyal_customers
9248,714001008,11,2,13997,4,5,3,34,loyal_customers
9249,712833633,11,3,13866,4,5,5,54,champions
9250,716260833,9,5,8331,3,5,5,53,potential_loyalists
9251,708863733,11,3,13847,4,5,5,54,champions
9252,717076458,9,1,14955,3,5,1,13,at risk
9253,712412958,11,2,14615,4,5,3,34,loyal_customers
9254,720535008,10,3,13764,4,5,5,54,champions
9255,711578658,9,3,13945,3,5,5,53,potential_loyalists
9256,709373883,11,2,15091,4,5,3,34,loyal_customers
9257,780730008,10,2,13627,4,5,3,34,loyal_customers
9258,824816358,9,2,14252,3,5,3,33,need_attention
9259,716106108,9,2,13376,3,5,3,33,need_attention
9260,709807383,11,1,15391,4,5,1,14,at risk
9261,716430933,11,2,13740,4,5,3,34,loyal_customers
9262,789866133,9,2,12867,3,5,3,33,need_attention
9263,718634058,10,1,14844,4,5,1,14,at risk
9264,715129983,9,2,15079,3,5,3,33,need_attention
9265,717177783,10,3,15549,4,5,5,54,champions
9266,719694408,9,6,7996,3,5,5,53,potential_loyalists
9267,806992533,11,1,13092,4,5,1,14,at risk
9268,718045008,10,2,6639,4,5,3,34,loyal_customers
9269,711010683,10,3,12941,4,5,5,54,champions
9270,714759708,10,3,13681,4,5,5,54,champions
9271,718801158,10,2,14455,4,5,3,34,loyal_customers
9272,712256358,9,1,13672,3,5,1,13,at risk
9273,779803008,10,1,13854,4,5,1,14,at risk
9274,710968008,11,2,14308,4,5,3,34,loyal_customers
9275,771584658,10,3,13753,4,5,5,54,champions
9276,718102758,11,3,14071,4,5,5,54,champions
9277,811076883,8,3,5056,3,5,5,53,potential_loyalists
9278,770970558,10,3,15180,4,5,5,54,champions
9279,758863383,9,2,13090,3,5,3,33,need_attention
9280,716863458,9,3,8570,3,5,5,53,potential_loyalists
9281,766821033,9,3,7976,3,5,5,53,potential_loyalists
9282,814590483,9,3,12777,3,5,5,53,potential_loyalists
9283,773283108,11,3,15738,4,5,5,54,champions
9284,721006458,11,3,14557,4,5,5,54,champions
9285,714615258,9,2,9330,3,5,3,33,need_attention
9286,788687133,9,1,13678,3,5,1,13,at risk
9287,820108008,9,3,14743,3,5,5,53,potential_loyalists
9288,717781608,10,1,14082,4,5,1,14,at risk
9289,720136458,10,3,14119,4,5,5,54,champions
9290,716247708,10,2,14149,4,5,3,34,loyal_customers
9291,714968208,9,1,13758,3,5,1,13,at risk
9292,719913783,10,3,13617,4,5,5,54,champions
9293,720621408,9,2,14326,3,5,3,33,need_attention
9294,721169883,9,2,16161,3,5,3,33,need_attention
9295,719324658,11,3,14716,4,5,5,54,champions
9296,714577233,9,1,15999,3,5,1,13,at risk
9297,712367658,9,0,13830,3,5,1,13,at risk
9298,803655333,9,3,12025,3,5,5,53,potential_loyalists
9299,710455608,9,2,6644,3,5,3,33,need_attention
9300,711328458,11,3,13988,4,5,5,54,champions
9301,708123033,11,1,14511,4,5,1,14,at risk
9302,713514633,8,2,8291,3,5,3,33,need_attention
9303,710745633,9,3,14074,3,5,5,53,potential_loyalists
9304,710374008,11,2,12906,4,5,3,34,loyal_customers
9305,772166058,10,3,13142,4,5,5,54,champions
9306,715017858,11,3,14465,4,5,5,54,champions
9307,717571683,9,3,4536,3,4,5,53,potential_loyalists
9308,743420208,10,2,13816,4,5,3,34,loyal_customers
9309,716201883,10,3,14696,4,5,5,54,champions
9310,714593883,10,1,13138,4,5,1,14,at risk
9311,711003483,9,3,15121,3,5,5,53,potential_loyalists
9312,819628158,9,1,14544,3,5,1,13,at risk
9313,712021233,11,3,9356,4,5,5,54,champions
9314,708573933,10,3,14747,4,5,5,54,champions
9315,710758683,9,3,12980,3,5,5,53,potential_loyalists
9316,718288833,9,3,14643,3,5,5,53,potential_loyalists
9317,708873183,9,2,15473,3,5,3,33,need_attention
9318,766224933,11,1,14428,4,5,1,14,at risk
9319,771626283,9,1,15033,3,5,1,13,at risk
9320,720372483,11,3,14624,4,5,5,54,champions
9321,712916958,9,2,7026,3,5,3,33,need_attention
9322,716124408,10,3,7486,4,5,5,54,champions
9323,714128283,9,2,12493,3,5,3,33,need_attention
9324,708163758,8,3,13085,3,5,5,53,potential_loyalists
9325,716979183,11,2,15527,4,5,3,34,loyal_customers
9326,716480358,10,1,13814,4,5,1,14,at risk
9327,800758233,10,2,8642,4,5,3,34,loyal_customers
9328,720413658,11,3,15102,4,5,5,54,champions
9329,715832058,10,3,14414,4,5,5,54,champions
9330,716323683,9,3,13177,3,5,5,53,potential_loyalists
9331,819616383,9,3,14748,3,5,5,53,potential_loyalists
9332,771069033,10,3,14084,4,5,5,54,champions
9333,821241708,8,1,8670,3,5,1,13,at risk
9334,716987358,11,3,5660,4,5,5,54,champions
9335,710300733,8,1,13781,3,5,1,13,at risk
9336,712497783,10,3,14779,4,5,5,54,champions
9337,709259958,9,2,9195,3,5,3,33,need_attention
9338,716296833,11,2,14042,4,5,3,34,loyal_customers
9339,715728108,11,2,14330,4,5,3,34,loyal_customers
9340,771507258,10,1,14474,4,5,1,14,at risk
9341,713758758,10,2,17628,4,5,3,34,loyal_customers
9342,779809908,10,2,12739,4,5,3,34,loyal_customers
9343,816310158,9,2,14500,3,5,3,33,need_attention
9344,780349833,11,3,15236,4,5,5,54,champions
9345,818235408,9,1,15634,3,5,1,13,at risk
9346,709213458,9,2,7867,3,5,3,33,need_attention
9347,719634408,10,2,13534,4,5,3,34,loyal_customers
9348,709934808,10,1,13062,4,5,1,14,at risk
9349,712238958,10,3,15571,4,5,5,54,champions
9350,711813258,11,2,13633,4,5,3,34,loyal_customers
9351,789983133,9,2,14185,3,5,3,33,need_attention
9352,792139308,10,3,13345,4,5,5,54,champions
9353,718123608,11,2,16485,4,5,3,34,loyal_customers
9354,715369008,10,2,15331,4,5,3,34,loyal_customers
9355,717556758,10,3,14934,4,5,5,54,champions
9356,718252533,11,1,7292,4,5,1,14,at risk
9357,716340783,11,2,14441,4,5,3,34,loyal_customers
9358,717898758,9,3,5838,3,5,5,53,potential_loyalists
9359,825743583,9,3,13796,3,5,5,53,potential_loyalists
9360,717711108,10,2,14511,4,5,3,34,loyal_customers
9361,789791808,10,2,14802,4,5,3,34,loyal_customers
9362,807971658,10,3,13931,4,5,5,54,champions
9363,770220558,6,1,8004,1,5,1,11,hibernating
9364,818239983,11,2,13016,4,5,3,34,loyal_customers
9365,712544358,8,2,15552,3,5,3,33,need_attention
9366,720306408,9,2,12576,3,5,3,33,need_attention
9367,721488858,9,2,14381,3,5,3,33,need_attention
9368,710771433,9,1,13991,3,5,1,13,at risk
9369,708662583,9,4,8345,3,5,5,53,potential_loyalists
9370,717663033,10,2,16428,4,5,3,34,loyal_customers
9371,721524858,10,3,13139,4,5,5,54,champions
9372,788778033,10,3,15869,4,5,5,54,champions
9373,708649683,9,2,15472,3,5,3,33,need_attention
9374,708770883,10,2,15301,4,5,3,34,loyal_customers
9375,708152358,9,2,8019,3,5,3,33,need_attention
9376,719210133,9,1,12779,3,5,1,13,at risk
9377,714690633,9,1,14212,3,5,1,13,at risk
9378,719719158,9,1,15584,3,5,1,13,at risk
9379,712690458,11,2,15982,4,5,3,34,loyal_customers
9380,718758783,9,3,15172,3,5,5,53,potential_loyalists
9381,716947083,10,1,14593,4,5,1,14,at risk
9382,709075533,9,3,8607,3,5,5,53,potential_loyalists
9383,712952283,11,2,14474,4,5,3,34,loyal_customers
9384,718799958,9,3,14336,3,5,5,53,potential_loyalists
9385,718663983,10,2,13140,4,5,3,34,loyal_customers
9386,789550458,10,1,14230,4,5,1,14,at risk
9387,708226833,6,3,13247,1,5,5,51,regular customers
9388,714361083,10,3,5843,4,5,5,54,champions
9389,714608583,9,2,8392,3,5,3,33,need_attention
9390,710775483,11,3,14305,4,5,5,54,champions
9391,709410033,11,1,14952,4,5,1,14,at risk
9392,717173358,10,3,14418,4,5,5,54,champions
9393,719773158,9,0,14270,3,5,1,13,at risk
9394,771292233,11,2,15867,4,5,3,34,loyal_customers
9395,756371058,10,3,15315,4,5,5,54,champions
9396,709476033,11,2,14229,4,5,3,34,loyal_customers
9397,770560683,9,1,13021,3,5,1,13,at risk
9398,788766933,9,1,14279,3,5,1,13,at risk
9399,713550483,7,1,13767,2,5,1,12,hibernating
9400,709928358,10,2,8528,4,5,3,34,loyal_customers
9401,713895633,11,3,14324,4,5,5,54,champions
9402,720471108,10,2,12595,4,5,3,34,loyal_customers
9403,718192608,11,2,13819,4,5,3,34,loyal_customers
9404,805485933,11,3,14354,4,5,5,54,champions
9405,712517808,8,3,14830,3,5,5,53,potential_loyalists
9406,780604083,10,2,16422,4,5,3,34,loyal_customers
9407,715311183,9,1,13557,3,5,1,13,at risk
